id,repo,Title,Description,Assigned To
6593,WptDevelopment,SerialCert Validation for Hologic via Box Builder,"Currently there is data that is entered for the IR box build, I have a Hologic assembly that we record data for and some are getting missed. ;I would like to have the A06441 set up so the Certificate of Conformance cant be created unless all data is entered for each assembly.<br> - Bruce Britton ",JRLSLLC
6594,WptDevelopment,Add test type to new SerialCert check EDS,,JRLSLLC
6595,WptDevelopment,Check items for poorly imported data,"I did some BoM imports for doc control a few weeks back and some data wasnt imported correctly. Notably, the Order Policy Code and Inspection Percentage <br> <p class=MsoNormal><span style=color:#1F497D;>AC20843-AC21014</span> </p>

<p class=MsoNormal><span style=color:#1F497D;>AC21052-AC21144</span> </p>

<p class=MsoNormal><span style=color:#1F497D;>AC21146-AC21199</span> </p>

<p class=MsoNormal><span style=color:#1F497D;>AC21207-AC21267</span> </p>

<p class=MsoNormal><span style=color:#1F497D;>AC21271-AC21298</span> </p>

<p class=MsoNormal><span style=color:#1F497D;>AC21469-AC21498</span> </p>

<p class=MsoNormal><span style=color:#1F497D;>AC21531-AC21592</span> </p>

<p class=MsoNormal><span style=color:#1F497D;>AC21627-AC21749</span> </p> ",JRLSLLC
6596,WptDevelopment,Add location to consignment labels,requested by Mary Watt repo:InHouseStorage,JRLSLLC
6597,WptDevelopment,Fix First Article Issues,"Report more detailed information besides &quot;Application Flag&quot;If header is (A) without a D# for ASSY, we should assume there is not assembly rev If header does not contain any revs, assume no bom rev when multiple D# ASSY, attempt to match assembly item_desc_2 from bom to parent customer number ",JRLSLLC
6598,WptDevelopment,WIP - My process Report,Add unit price to my process report,JRLSLLC
6599,WptDevelopment,Pre-Start Application - Offset Verification,"<blockquote style=margin:0px 0px 0px 40px;border:none;padding:0px;>I would like an X, Y and Theta comparison before each run just like we do in the pre-start program. So that when an operator logs in and types the Assembly and Shop Order it will run a comparison and then say &quot;Run&quot; in Green or &quot;Stop&quot; in Red. This will help ensure that the X and Y data match with the server data just before the run. A true pre-start check.</blockquote><blockquote style=margin:0px 0px 0px 40px;border:none;padding:0px;><br></blockquote><blockquote style=margin:0px 0px 0px 40px;border:none;padding:0px;>We had an issue with the customer X,Y and Theta being correct but it was programmed wrong. Somehow it got passed the prestart X and Y comparison from P:\COMPANYACCESS\GCPLACE\CAD and the Siplace X and Y data so I was tasked to come up with a solution to not allow it to happen across all programs. A one and done fix.</blockquote><blockquote style=margin:0px 0px 0px 40px;border:none;padding:0px;><br></blockquote>- Eric Russel, ticket #6950<br> ",JRLSLLC
6600,WptDevelopment,DMR additional emails,,JRLSLLC
6601,WptDevelopment,UTAS function parser,"<span>UTAS has granted us permission to connect their tester for the A06201 assembly to our network so that the log files can be shared (read only) and accessed to confirm whether assemblies pass or failed the testing prior to shipment. ;The idea is that the assemblies will be checked before leaving test and again during Serial Cert. ;The PC Needs connected, configured for sharing and then software developed for this purpose. ;</span><span><br></span> <span>Tester: ARC SDBII CAS CCA TEST STATION</span> <span>CRN: 7099</span> <span>CFE: 00700</span> <span>PN: 51573-0101</span> <span>Log file location on the tester is:;</span>C:\Program Files\SDBII CCA Tester Software\log\ATP\ <br> ",JRLSLLC
6602,WptDevelopment,Shop Floor Packet Router Again,,JRLSLLC
6603,WptDevelopment,KRS upgrades,,JRLSLLC
6604,WptDevelopment,MRP Reports - Parts Master folder create,,JRLSLLC
6605,WptDevelopment,CAR checkbox addition,,JRLSLLC
6606,WptDevelopment,purge Signoff bug,,JRLSLLC
6607,WptDevelopment,Prestart Nick Requests,bug fixes ,JRLSLLC
6608,WptDevelopment,select solder extract,,JRLSLLC
6609,WptDevelopment,Project X LETS tester,,JRLSLLC
6610,WptDevelopment,Purge Signoff Error,,JRLSLLC
6611,WptDevelopment,DM Tags export,,JRLSLLC
6612,WptDevelopment,Shop Floor Packet Router - serial number,,JRLSLLC
6613,WptDevelopment,DMR Label Bin Location,,JRLSLLC
6614,WptDevelopment,Item Tracker export,,JRLSLLC
6615,WptDevelopment,Adhesives low temp usage extract,,JRLSLLC
6616,WptDevelopment,Item Tracker - new report,Item Tracker needs speeded up.<br> Search of the new verison is crazy slow. <br> Maybe dapperized? ,JRLSLLC
6617,WptDevelopment,Leadership Report,,JRLSLLC
6618,WptDevelopment,Receipt Monitor Report vsts-1515,"<table cellspacing=0 cellpadding=0 border=0 width=100% style=color:rgb(0, 0, 0);font-family:&quot;Lucida Grande&quot;, Arial, Helvetica, sans-serif;font-size:11px;background-color:rgb(245, 245, 245);><tbody><tr id=RequestDetailRow><td class=labelStandard contextArea style=text-align:right;padding:8px 4px 2px;height:20px;border-right:1px solid rgb(219, 219, 219);border-top:1px solid rgb(194, 194, 194);text-shadow:white 0px 1px 0px;vertical-align:top;>tail </td><td class=dataStandard colspan=3 style=background-color:rgb(255, 255, 255);padding:8px 4px 4px;vertical-align:top;border-right:1px solid rgb(219, 219, 219);border-top:1px solid rgb(219, 219, 219);><div id=e_7_16_0_0_0_0_2_5_0_0_1_2_3_1_5_5_0_1_3_1_5_0_0_1_16_11_3_1_3_35_1_3><div id=RequestUpdateDiv><div class=requestTextClient style=padding:9px 8px 8px;font-stretch:normal;font-size:10px;line-height:normal;background-color:rgb(255, 255, 217);border:1px solid rgb(216, 216, 151);>Receipt Monitor Program - &quot;X:\Development\End User\Perta\VB 6.0\Receipt Monitor\ReceiptMonitor.exe&quot;;<br>Add &quot; Date Out&quot; to report - the date/time stamp of the &quot;Issue&quot; transaction immediately following the receipt(post) date. See attached. ;    </td></tr></tbody></table>",JRLSLLC
6619,WptDevelopment,SSRS - Advanced Notification on Preventative Maintenance vsts-1517,"If PM recurrence is a month or greater, send an email to Sean Baker.",JRLSLLC
6620,WptDevelopment,Regen WIP processor vsts-1536,Check regen flag before processing,JRLSLLC
6621,WptDevelopment,Box Builder IR vsts-1552,"<p class=MsoNormal><span style=font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:#1F497D;>Scott,</span> </p>

<p class=MsoNormal><span style=font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:#1F497D;>Need a software application something like TOA box builder (and
Hologic we just did). </span> </p>

<p class=MsoNormal><span style=font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:#1F497D;>;</span> </p>

<p class=MsoNormal><span style=font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:#1F497D;>Need to capture a couple serial numbers at build, extract from
Macola model #’’s based off and A# that is entered. Will need to have tester
enter test status for items below</span> </p>

<p class=MsoNormal><span style=font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:#1F497D;>;</span> </p>

<p class=MsoNormal><b>Hi-Pot Test/Ground Bond
Test;;;;;;;;;;;;;;;;;
PASS;;;; </b> </p>

<p class=MsoNormal><b>Software
Load;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PASS</b> </p>

<p class=MsoNormal><b>Burn-In;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PASS</b> </p>

<p class=MsoNormal><b>Functional
Tests;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PASS</b> </p>

<p class=MsoNormal><b>Visual
Inspections;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PASS</b> </p>

<p class=MsoNormal><b>;</b> </p>

<p class=MsoNormal><b>FINAL APPROVAL:_________________ ; DATE:_________</b> </p>

<p class=MsoNormal><span style=font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:#1F497D;>;</span> </p>

<p class=MsoNormal><span style=font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:#1F497D;>Would like to start this sooner than later as we will be doing
hand entry on paper until this is complete. </span> </p>

<p class=MsoNormal><span style=font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:#1F497D;>;</span> </p>

<p class=MsoNormal><span style=font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:#1F497D;>Thanks Phil</span> </p>",JRLSLLC
6622,WptDevelopment,WIP System Bucket Auto select vsts-1576,"To save the floor time:<br> We need the ability to scan SO, operation number and it select the move from and move to buckets. ",JRLSLLC
6623,WptDevelopment,Test Matrix - Add Procedure Data Source vsts-1597,Add combobox for SerialRecord that would include:NONE MANUAL MANUAL-FDTN AUTO-GENRAD AUTO-CONDOR AUTO-HP3070 AUTO-FUNCTIONAL AUTO-JSOW AUTO-SPECTRUM AUTO-TACLINK AUTO-TOA AUTO-UUT AUTO-WABTEC AUTO-IR <br> Add field called Operation Code; - validated against oper_cds in macola <br> Add field called operator time <br> Add field called machine time <br> <br> <br> <br> ,JRLSLLC
6624,WptDevelopment,Backlog Report - Add monthly breakdown vsts-1599,,JRLSLLC
6625,WptDevelopment,DM Tags Column add serial number vsts-1608,"<span style=color:rgb(0, 0, 0);font-family:&quot;Lucida Grande&quot;, Arial, Helvetica, sans-serif;font-size:10px;background-color:rgb(255, 255, 217);>when exporting search results in DM tags can the serial numbers be outputted in a column as well?</span>",JRLSLLC
6626,WptDevelopment,SerialCert FPT,HOt fix for flying probe board,JRLSLLC
6627,WptDevelopment,Item Trans extract,"<p class=MsoNormal><span style=color:#1F497D;>I like it though it is NOT good
news. I still have to make the data usable but I can make this work. </span> </p>

<p class=MsoNormal><span style=color:#1F497D;>Customer name would be nice.</span> </p>

<p class=MsoNormal><span style=color:#1F497D;>Breaking the date up to
Mo/Day/YR is critical but I can do that so if its hard NVM.</span> </p>

<p class=MsoNormal><span style=color:#1F497D;>Multiplying std cost * qty on
hand is needed. I think your querys can do that pretty easily.;</span> </p>",JRLSLLC
6628,WptDevelopment,Select Solder Production Monitor,"Figure out how to pull production data from Select Solder machines, Ersa and Pillarhouse<br> Get Board, Time multiplier is from planning order multiple in item master<br><br>Will need shop order ",JRLSLLC
6629,WptDevelopment,Productivity Assembly Config Tool,Need to lock down edit control to only 281.<br> Everyone else can have read access ,JRLSLLC
6630,WptDevelopment,VB6 on Dev Boxes,,JRLSLLC
6631,WptDevelopment,Build SQL check for Serial Cert Test Matrix move,,JRLSLLC
6632,WptDevelopment,board stamping,,JRLSLLC
6633,WptDevelopment,Machine Program Rev,"<br> <table cellspacing=0 cellpadding=0 border=0 width=100% style=color:rgb(0, 0, 0);font-family:&quot;Lucida Grande&quot;, Arial, Helvetica, sans-serif;font-size:11px;background-color:rgb(245, 245, 245);><tbody><tr id=RequestDetailRow><td class=dataStandard colspan=3 style=background-color:rgb(255, 255, 255);padding:8px 4px 4px;vertical-align:top;border-right:1px solid rgb(219, 219, 219);border-top:1px solid rgb(219, 219, 219);><div id=e_7_16_0_0_0_0_2_5_0_0_1_2_3_1_5_5_0_1_3_1_5_0_0_1_16_11_3_1_3_35_1_3><div id=RequestUpdateDiv><div class=requestTextClient style=padding:9px 8px 8px;font-stretch:normal;font-size:10px;line-height:normal;background-color:rgb(255, 255, 217);border:1px solid rgb(216, 216, 151);>In regards to Machine Program Rev control; can we update the machine options to include the PM spec for each machine to avoid incorrect data entries. The PM spec is referenced throughout the history document and program but is missing when filing the information. If this request is too difficult I would be happy to help locate the information, but they really should be updated.;<br>    </td></tr></tbody></table> ",JRLSLLC
6634,WptDevelopment,Box builder IR,fix manufacturer part number in parent formfix test sheet decimal places auto-circle information based on part number ,JRLSLLC
6635,WptDevelopment,Put applications on doc control machines,"<p class=MsoNormal>Scott, </p>

<p class=MsoNormal>Jessica is going to need the Engineering Standard Cost
Change program and the Update BOM Backflush prog on her computer please? </p>

<p class=MsoNormal>; </p>

<p class=MsoNormal>You can get with me if you aren’t sure what these are? </p>

<p class=MsoNormal>; </p>

<p class=MsoNormal>Also, going forward, the A#; item locations program…she
will need these also as she will be doing bill of material entries. So the A#
uploads you have done and hopefully in the future we will have…she will need
them…at some point Kayla may need these as well. Hopefully sometime we will
also have the BOM upload like we used to have from an excel sheet. </p>

<p class=MsoNormal>; </p>

<p class=MsoNormal>Thankyou, </p>

<p class=MsoNormal>Karen </p>",JRLSLLC
6636,WptDevelopment,SMT Team Plan,"<font face=Calibri, sans-serif><span style=font-size:14.6667px;>Printer settings extracted correlated with defects, fixed, 2D verified on. ;Scott M.*************new extract to Chris 2D inspection for all fine pitch, 0201, 01005. ;Add to printer PM. Eric and Line Leaders verifying at setup.</span></font> <font face=Calibri, sans-serif><span style=font-size:14.6667px;><br></span></font> <font face=Calibri, sans-serif><span style=font-size:14.6667px;>AOI programs fixed to ensure ~0 false failures. ;Chris Hall Reflow profiles extracted, correlated with defects and fixed if needed. Scott M.************new extract to Chris</span></font> ",JRLSLLC
6637,WptDevelopment,Make a label program,Eric in SMT would like to update the Make a Label program so that the bar code and the text are different.,JRLSLLC
6638,WptDevelopment,ShopOrderQty research,,JRLSLLC
6639,WptDevelopment,Shop Order DateCode tracking,Shop floor validatorFor a customer requirement UTAS need date code tracking of what parts we put on the board. The idea is that we would replace the validator with an application that they would scan the RR number instead of the 2nd item no. And also scan the Shop Order number. This would write a record that could then look up the C of C for the components of that board. <br> Pick List - verification program. <br> Scan the Storage ID from InHouseStorage Consignment label. Scan into pick list verification. ,JRLSLLC
6640,WptDevelopment,Invoicer,"Invoicer program email has;<i><span style=font-size:13.5pt;font-family:&quot;Times New Roman&quot;,serif;color:blue;>Amy
Cohen on the email that is sent out.</span></i><i><span style=font-size:13.5pt;font-family:&quot;Times New Roman&quot;,serif;color:blue;><br></span></i> <i><span style=font-size:13.5pt;font-family:&quot;Times New Roman&quot;,serif;color:blue;>it needs to be changed to;</span></i><font color=#0000ff face=Times New Roman, serif><span style=font-size:18px;><i>Hendershot Elizabeth &lt;EHendershot@primus-tech.com&gt;</i></span></font> ",JRLSLLC
6641,WptDevelopment,WIP Holds character limit removal,Rose Parsons wants the minimum character limit removed from the wip hold text boxes. It is currently set to 150.,JRLSLLC
6642,WptDevelopment,WIP Live Report Changes,"change names<br> figure out a way to get rid of the column spaces. <br> The current report, when saved to excel can not be filtered. <br> <p class=MsoPlainText>; </p>

<p class=MsoPlainText>Please add this to the printed version you are working on. </p>

<p class=MsoPlainText>; </p>

<p class=MsoPlainText>For last week do last 7 days. </p>

<p class=MsoPlainText>For today do 7AM to 7AM if possible. </p>

<p class=MsoPlainText>; </p>

<p class=MsoPlainText>I will put it on the current sprint. </p>

<p class=MsoPlainText><a name=_MailEndCompose>;</a> </p>



<p class=MsoPlainText><a name=_MailOriginal>-----Original Message-----<br>
From: Sullivan Chris <br>
Sent: Wednesday, April 19, 2017 7:39 AM<br>
To: Bender Mike &lt;mbender@primus-tech.com&gt;<br>
Cc: Schlachter Andrew &lt;aschlachter@primus-tech.com&gt;<br>
Subject: Re: Can you add rows showing average units completed past week and
prior day for each area - for WIP Report</a> </p>

<p class=MsoPlainText>; </p>

<p class=MsoPlainText>OK by me. I do
think it would be helpful to have these rows on the wip. We had something
similar before. Then, it is in two places. </p>

<p class=MsoPlainText>; </p>

<p class=MsoPlainText>&gt; On Apr 19,
2017, at 7:35 AM, Bender Mike &lt;<a href=mailto:mbender@primus-tech.com><span style=color:windowtext;text-decoration-line:none;>mbender@primus-tech.com</span></a>&gt; wrote: </p>

<p class=MsoPlainText>&gt; </p>

<p class=MsoPlainText>&gt; How about
we use a different report for that, that shows by hour: </p>

<p class=MsoPlainText>&gt; </p>

<p class=MsoPlainText>&gt; </p>

<p class=MsoPlainText>&gt;
-----Original Message----- </p>

<p class=MsoPlainText>&gt; From:
Sullivan Chris </p>

<p class=MsoPlainText>&gt; Sent:
Wednesday, April 19, 2017 7:13 AM </p>

<p class=MsoPlainText>&gt; To:
Schlachter Andrew </p>

<p class=MsoPlainText>&gt; Cc: Bender
Mike </p>

<p class=MsoPlainText>&gt; Subject:
Can you add rows showing average units completed past week and prior day for
each area - for WIP Report </p>

<p class=MsoPlainText>&gt; </p>

<p class=MsoPlainText>&gt;
Thanks!; This will help with
understanding of flow.; </p>

<p class=MsoPlainText>&gt;
&lt;DailyProcess Output By Hour.xlsx&gt; </p> ",JRLSLLC
6643,WptDevelopment,Firebird Cirrus Test,"<span style=font-size:11.0pt;font-family:&quot;Calibri&quot;,&quot;sans-serif&quot;;>Wehr Nathan / Tod needs a new tester for Project X coming in a couple weeks.;</span>",JRLSLLC
6644,WptDevelopment,RMA screen terminated employees,"<p class=MsoNormal><span style=font-size:10.0pt;font-family:&quot;Tahoma&quot;,&quot;sans-serif&quot;;color:black;>Denise is having a issue
with people being taken out of our system after they have been terminated. She
is receiving RMAs from individuals who are no longer with the company and
cannot charge it to them because they have been removed from the system. One
name that comes to mind is Timothy Clair. Is there anything that can be done
about this?</span> </p>",JRLSLLC
6645,WptDevelopment,Real Time Rev SSRS,on the white board,JRLSLLC
6646,WptDevelopment,Project X parser,AUTO-PROJECTX<br> New parser type needs added. ,JRLSLLC
6647,WptDevelopment,First Article WIP stops,"Could you please place a stop in WIP so that shop orders released after FAI shop order cant be WIPd unless First Article has been signed off?;<br style=color:rgb(0, 0, 0);font-family:&quot;Lucida Grande&quot;, Arial, Helvetica, sans-serif;font-size:10px;> <br style=color:rgb(0, 0, 0);font-family:&quot;Lucida Grande&quot;, Arial, Helvetica, sans-serif;font-size:10px;> Could you please create a bucket in WIP for First Articles waiting on approval from customer in order to ship?&quot;Source OV FAIR&quot; ",JRLSLLC
6648,WptDevelopment,RealTimeRev weekends,Real Time Rev needs to work on the weekends,JRLSLLC
6649,WptDevelopment,Add columns for IP/OV to Shortage Report,,JRLSLLC
6650,WptDevelopment,Weekly Demand by Panel,Amber requested a report for weekly demand by panel. An existing report has weekly demand by board.,JRLSLLC
6651,WptDevelopment,EOM reports vsts-549,replace the crystal reports,JRLSLLC
6652,WptDevelopment,Shortage notification at material request entry vsts-643,"Bethany:<br><blockquote style=margin:0 0 0 40px;border:none;padding:0px;>Marketing requesting an automated notification when window sheets are submitted for shortages NOT covered by on hand material. Purpose: to bring in necessary material ASAP so were hitting OTD goals.; Email notification is not consistent from the floor to buyer &amp;/or CSR and when a shortage needs filled for an HOT assembly, we need to order ASAP.</blockquote><br> Bethany runs the following application to determine shortage: X:\Development\End User\Herritt\VB 6.0\SO Shortages Cumulative\SO Shortages Cumulative.exe<br> <br> ",JRLSLLC
6653,WptDevelopment,"VIPER CEL, VIPER PCM, MAC LOG vsts-768","<p class=MsoNormal style=margin:0in 0in 0pt;><span style=color:rgb(31, 73, 125);><font face=Calibri>Mike,</font></span> </p>

<p class=MsoNormal style=margin:0in 0in 0pt;><span style=color:rgb(31, 73, 125);><font face=Calibri>Can you add a routine to the mac
log software that will display in % the used database allotment and count of
remaining macs to issue. We would need to confirm with IR the top range in each
database.</font></span> </p>",JRLSLLC
6654,WptDevelopment,Box Builder Child vsts-856,<p>Rath test guys would like the SN to advance after scan. </p><p>; </p><p>See Mike </p>,JRLSLLC
6655,WptDevelopment,negitive qty in company report card bug vsts-890,,JRLSLLC
6656,WptDevelopment,SMT Reels UI vsts-956,Well need a UI in C#.;,JRLSLLC
6657,WptDevelopment,Add Unit price to Finished Goods Aging Report. vsts-977,,JRLSLLC
6658,WptDevelopment,Part count verification on Siemens machines vsts-682,"<font face=Calibri, sans-serif><span style=font-size:14.6667px;>We;</span></font>",JRLSLLC
6659,WptDevelopment,Digital Monthly Area Checklist vsts-692,"<p class=MsoNormal style=margin:0in 0in 0pt;><span style=font-family:Calibri;color:rgb(31, 73, 125);line-height:1.5em;>The monthly checklist for expired materials is currently a paper checklist, as required by QP8.2.2,;However;a closer look at this procedure does not spell out the details of how this form is to be handled, that is it to “ to be returned to quality by the 3</span><sup style=font-family:Calibri;color:rgb(31, 73, 125);line-height:1.5em;><font size=2>rd</font></sup><span style=font-family:Calibri;color:rgb(31, 73, 125);line-height:1.5em;>;day of the new month”,</span> </p><p> </p><p class=MsoNormal style=margin:0in 0in 0pt;><span style=color:rgb(31, 73, 125);><font face=Calibri>Right now no one is issuing these in B2, and only a few group leaders are performing these, and there is no instruction on how to collect or store these.</font></span> </p><p> </p><p class=MsoNormal style=margin:0in 0in 0pt;><span style=color:rgb(31, 73, 125);><font face=Calibri>The system is very weak, and I would like to have it added to six sigma, that way an automatic flag is generated to do these, a group leader would sign it off, and the record would be stored automatically like all the machine maintenance sign offs.</font></span> </p><p> </p><p class=MsoNormal style=margin:0in 0in 0pt;><span style=color:rgb(31, 73, 125);><font face=Calibri>If you agree please let me know how to proceed with IT to get these changes made, and to have the QP updated.</font></span> </p>",JRLSLLC
6660,WptDevelopment,SMT Reels database stuff vsts-955,Well need structure for the database. Moving tables and creating stored procedures.,JRLSLLC
6661,WptDevelopment,Pick list setup location vsts-1002,,JRLSLLC
6662,WptDevelopment,Programming Matrix - Write application vsts-1087,,JRLSLLC
6663,WptDevelopment,Automate Adding Bill of Materials to Macola vsts-1221,,JRLSLLC
6664,WptDevelopment,Identify and fix any places where A is an assumed letter to prepend vsts-1243,"C06764 is an assembly number we have now. All software that expects A06764 is breaking. We will need to do some damage control and figure out how to fix this for the future.<br> At the very least, this affects the following (more to be added as we find it) <br> * defect collection * production monitor <br> ",JRLSLLC
6665,WptDevelopment,SMT Stencil Import vsts-1320,Take excel and generate XML files,JRLSLLC
6666,WptDevelopment,Move scheduled tasks from KronosTest vsts-1399,Host kronostest under user primusdevelopment runs several scheduled tasks that need to be moved to primusdevtask. Most tasks were already moved but some are still active. Some tasks like the cvista autoit script will need to have software installed on the primusdevtask.,JRLSLLC
6667,WptDevelopment,Shop Floor Packet Router vsts-1420,,JRLSLLC
6668,WptDevelopment,Test Engr Database archiving vsts-1458,,JRLSLLC
6669,WptDevelopment,DM Tags Table Move vsts-1474,Move tables from SQ2 to SQ4,JRLSLLC
6670,WptDevelopment,"Cycle Time by wip bucket  Takht time C, Hi Rel, B2, TOA vsts-186","auto email of cycle time for each wip bucket
<br>
<br>WIP Bucket, Cycle time",JRLSLLC
6671,WptDevelopment,Assembly Notes Database vsts-187,"Chris,
<br>
<br>I met with the SMT Quality Team this morning, and gathered the requirements on a new project:
<br>-	Convert Excel A# assembly notes to database table
<br>-	Build frontend to enter/maintain new notes into database vs Excel
<br>-	Integrate these notes into SMT Prestart and access them through Six Sigma
<br>
<br>Once Scott has completed his current request I would like to put him on this project.
<br>
<br>Approved?
<br>
<br>Mike",JRLSLLC
6672,WptDevelopment,IT TICKET 2675 vsts-188,"Mike Myers needs an additional Assembly added to the moog docs for a new version of the A05626. For this he needs the same template used on the A05626 updated/copied and modified with the information and changes for new one, the A06540. He highlighted the changes the new version will need in grey in the pdfs attached in the ticket. The changes in ;grey are what the new templates needs have in addition to what the old templates had, including the comment note. The final changes should embody two separate templates, which will give the user the ability to run both boards. ;SEE IT TICKET 2675 ;for more info and screen shots of what the templates should look like when they are done.",JRLSLLC
6673,WptDevelopment,Router VS Wip vsts-189,develop report to compare Macola router and Wip &quot;router&quot;,JRLSLLC
6674,WptDevelopment,Shop Order OTD and Kit OTD as well vsts-190,"Would need by area - Hi Rel, B1 Com, B2, TOA, on a rolling 2 week basis:
<br>
<br>Kit OTD %
<br>Cycle time business days
<br>Shop order OTD%",JRLSLLC
6675,WptDevelopment,Cycle time vsts-191,"Any way to get a rolling cycle time report for past 30 calendar days - auto emailed daily?
<br>
<br>Ideally it would show the summary in the Subject Line, or summed in body. ;This is crucial as we are untangling the knot. ;We know we can do ten calendar days in each area - we have done it",JRLSLLC
6676,WptDevelopment,pushToShip vsts-195,WIP report not calculating push to ship correctly.,JRLSLLC
6677,WptDevelopment,Support Building Two Line Two vsts-197,,JRLSLLC
6678,WptDevelopment,mass update on routers vsts-198,"Mike, need a step made to all routers that have the below operations.
<br>
<br>After these operations I need a ?First Piece Inspection? step for sign off.",JRLSLLC
6679,WptDevelopment,Add defects to SMT Best Line vsts-200,"&gt;Scott/Nate,
<br>&gt;Can you please add these to the defects shown for SMT BEST LINE?
<br>&gt;Thanks!
<br>&gt;Chris
<br>&gt;16-SUPPLIER (where DEFECT TYPE = SMT)		885	add
<br>&gt;58-DOCUMENTATION		438	add
<br>&gt;209-POST REFLOW AOI INSPECTION		353	add
<br>&gt;210-SMT FINAL INSPECTION		341	add
<br>&gt;9-SMT PROCESS ENGINEERING		339	add
<br>&gt;15-DESIGN		168	add
<br>&gt;224-STAMPING		50	add
<br>&gt;79-CUSTOMER		39	add
<br>&gt;59-REWORK		22	add
<br>&gt;4-BLDG 2 SIEMENS LINE		18	add",JRLSLLC
6680,WptDevelopment,Verify Printer settings vsts-201,"&gt; Guys, we want to verify all print settings (including those not being looked at). ;Snapoff distance, snapoff speed, etc. ;is it possible to pull these from the printers for review ahead?
<br>&gt; 
<br>&gt; We want to ensure the settings for the line it will run on (sometimes not known at time Prestart is done) match the settings for the last zero defect run. ;Can discuss live. ;
<br>&gt; 
<br>&gt; Note that they are saying the settings currently being pulled appear to be incorrect. ;
<br>&gt; 
<br>&gt; 
<br>&gt; Begin forwarded message:
<br>&gt; From: &quot;Will Corey&quot; &lt;cwill@primus-tech.com&gt;
<br>&gt; To: &quot;Sullivan Chris&quot; &lt;CSullivan@primus-tech.com&gt;
<br>&gt; Cc: &quot;Kramer Paul&quot; &lt;PKramer@primus-tech.com&gt;, &quot;Marino Mike&quot; &lt;mmarino@primus-tech.com&gt;
<br>&gt; Subject: RE: Printer Settings
<br>&gt; They are not matching the settings that the operators have. ;In most cases they are not near what they should be. ;I believe the formula in the prestart got tampered with and is pulling in miscellaneous information. ;I am looking into it, while Scott is looking into pulling them in automatically.
<br>&gt; 
<br>&gt; 
<br>&gt; 
<br>&gt; Thank you;
<br>&gt; 
<br>&gt; 
<br>&gt; 
<br>&gt; Corey Will
<br>&gt; 
<br>&gt; Surface Mount Programming and Stencils
<br>&gt; Primus Technologies Corp.
<br>&gt; 2333 Reach Road
<br>&gt; Williamsport, PA 17701
<br>&gt; (570) 326-6591 Ext: 176
<br>&gt; CWill@Primus-Tech.com&lt;mailto:CWill@Primus-Tech.com&gt;
<br>&gt; 
<br>&gt; ________________________________
<br>&gt; From: Sullivan Chris
<br>&gt; Sent: Wednesday, January 29, 2014 12:38 PM
<br>&gt; To: Will Corey
<br>&gt; Cc: Kramer Paul; Marino Mike
<br>&gt; Subject: RE: Printer Settings
<br>&gt; 
<br>&gt; Ok - what do you mean that they dont match?
<br>&gt; 
<br>&gt; ________________________________
<br>&gt; From: Will Corey
<br>&gt; Sent: Wednesday, January 29, 2014 11:50 AM
<br>&gt; To: Sullivan Chris
<br>&gt; Cc: Kramer Paul; Marino Mike
<br>&gt; Subject: Printer Settings
<br>&gt; Importance: High
<br>&gt; 
<br>&gt; Just so youre aware, Im going to ask Mike to N/A the printer settings on the prestarts until we can get them straightened out. ;We are finding that in most cases, they do not match. ;I will continue to go through the settings as I have been to at least verify that they are in an acceptable tolerance from the base line that has been set.
<br>&gt; 
<br>&gt; I will keep you updated on what we find. ;Also, Scott is working on a way to pull the settings in automatically with the prestart generator.
<br>&gt; 
<br>&gt; 
<br>&gt; 
<br>&gt; Thank you;
<br>&gt; 
<br>&gt; 
<br>&gt; 
<br>&gt; Corey Will
<br>&gt; 
<br>&gt; Surface Mount Programming and Stencils
<br>&gt; Primus Technologies Corp.
<br>&gt; 2333 Reach Road
<br>&gt; Williamsport, PA 17701
<br>&gt; (570) 326-6591 Ext: 176
<br>&gt; CWill@Primus-Tech.com&lt;mailto:CWill@Primus-Tech.com&gt;",JRLSLLC
6681,WptDevelopment,SIGMA230 cant run the AOI compare application vsts-202,&gt;Mach user sigma230 cannot run AOI compare in helper prog.,JRLSLLC
6682,WptDevelopment,new label printing applicatoin vsts-212,Adam / Bruce needs a label printing application that will print a tag label 1 x 2,JRLSLLC
6683,WptDevelopment,Move DMR from Void to Main vsts-214,"DMR 084199
<br>
<br>x407",JRLSLLC
